Australia,Austria,Belgium,Channel Islands,Cyprus,Denmark,EIRE,Finland,France,Germany,Greece,Italy,Japan,Netherlands,Spain,Sweden,Switzerland,USA,United Kingdom,Unspecified
,,,,,,32.0,,,,,,,,,,,,146.0,
,,,,,,,,,,,,,,,,,,50.0,
,,,,,,,,,,,,,,,,,,83.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,8.0,,,,5.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,2.0,4.0,,,,,,,,,,,,,,4.0,
,,,2.0,,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,103.0,
,,,,,,,,,,,,,,,,,,421.0,
,,,,,,,,,,,,,,,,,,128.0,
,,,,,,,,,,,,,,,,,,22.0,
,,,,,,,,,,,,,,,,,,132.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,2119.0,
,,,,,,,,,,,,,,,,,,-4.0,
,,,,,,,,,,,,,,,,,,10.0,
,,,,,,,,,,,,,,,,,,42.0,
,,,,,,,,,,,,,,,,,,44.0,
,,,,,,,,,,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,36.0,
,,,,,,18.0,,,,,,,,,,,,65.0,
,,,,3.0,,,,,,,,,,,,,,315.0,
,,,,6.0,,,,,,,,,,,,,,326.0,
,,,,,,,,,,,,,,,,,,-2.0,
,,,,12.0,,,,,,,,,,,,,,640.0,
,,,,,,,,12.0,,,,,,,,,,19.0,
,,,,,,,,12.0,,,,,,,,,,56.0,
,,,,,,,,,12.0,,,,,,,,,53.0,
,,,,,,,,12.0,24.0,,,,,,,,,99.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,6.0,,4.0,,6.0,,,,,,,,84.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,11.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,171.0,
,,,4.0,,,,,,,,,,,,,,,11.0,
,,,4.0,8.0,,,,,,,,,,,,,,55.0,
,,,,,,3.0,,,,,,,,,,,,15.0,
,,,,,,,,,,,,,,,,,,10.0,
,,,,,,,,,,,,,,,,,,0.0,
,,,,,,,,,,,,,,,,,,-1.0,
,,,,,,32.0,,,,,,,,,,,,74.0,
,,,,,,,,,,,,,,,,,,9.0,
,,,,,,,,,,,,,,,,,,12.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,12.0,471.0,
,,,,,,,,,,,,,,,,,120.0,491.0,
,,,,,,,,,,,,,,,,,,55.0,
,,,,,,,,12.0,,,,,,,,,,305.0,
,,,,,,,,12.0,,,,,,,,,,47.0,
,,,,,,2.0,,,,,,,,,,,,7.0,
,,,,,,2.0,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,-21.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,97.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,6.0,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,6.0,,,,,,,,,,,,,,,9.0,
,,,,,,,,,,,,,,,,,,14.0,
,,,,,,,,,,,,,,,,,,22.0,
,,,,,,,,,,,,,,,,,,97.0,
,,,,,,,,,12.0,,,,,,,,,402.0,
,,,,,,12.0,,,12.0,,,,,,,,,77.0,
,,,,,,,,,,,,,,,,,,240.0,
,,,,,,,,,,,,,576.0,,,,,657.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,56.0,
,,,,,,,,,,,,,,,,,,138.0,
,,,,,,,,,,,,,576.0,,,,,534.0,
,,,,,,,,,,,,,,,,,,26.0,
,,,,,,,,12.0,6.0,,,,,,,,,9.0,
,,,,,,,,12.0,6.0,,,,,,,,,2.0,
,,,,,,,,,6.0,,,,,,,,,,
,,,,,,,,,6.0,,,,,,,,,,
,,,,,,108.0,,,,,,,,,,,12.0,194.0,
,,,,,,,,,,,,,,,,,,76.0,
,,,,,,102.0,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,58.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,23.0,
,,,,,,,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,-7.0,
,,,,3.0,,6.0,,,,,,,,,,,,171.0,
,,,,,,3.0,,,,,,,,,,,,33.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,3.0,,,,,,,,22.0,
,,,,3.0,,,,,,3.0,,,,,,,,166.0,
,,,,,,,,,,,,,,,,,11.0,26.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,6.0,,,,,,,,,,,,,,,10.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,192.0,
,,,,,,,,,,,,,,,,,,73.0,
,,6.0,,,,,,,6.0,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,18.0,
,,,,,,,,,6.0,,,,,,,,,-6.0,
,,,,,,,,,,,,,,,,,,28.0,
,,4.0,,4.0,,4.0,,4.0,,,,,,8.0,,,,78.0,
,,,,,,8.0,,8.0,32.0,,8.0,,336.0,,,,,160.0,
,,,,,,4.0,,,,,,,,,,,,40.0,
,,,,,,8.0,,,8.0,,,,,,,,,53.0,
,,6.0,,,,,4.0,22.0,12.0,,,,3.0,2.0,,4.0,,22.0,
,,,12.0,,,220.0,,,,,,,,,,,,49.0,
,,,,,,216.0,,,,,,,,,,,,60.0,
,,,,,,,,,36.0,,,,,,,,12.0,35.0,
,,,,,,,,,,,,,,,,,,53.0,
,,,,,,,,,,,,,,,,,,25.0,
,,,,,,,,,,,,,,,,,,46.0,
,,,,,,,,,,,,,,,,,,230.0,
,,4.0,,,,16.0,,,,,,,,,,,,223.0,
,,,,,,,,,,,,,,,,,,43.0,
,,,,,,,,,,,,,,,,,,81.0,
,,,12.0,,,,,,,,,,,,,,,70.0,
,,,,,,,,,,,,,,,,,,71.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,34.0,
,,,,,,,,,,,,,,,,,,300.0,
,,,,,,,,,,,,,,,,,,305.0,
,,,,,,,,,,,,,,,,,,304.0,
,,,,,,,,,,,,,,,,,,10.0,
,,,,,,,,,,,,,,,,,,71.0,
,,,,,,,,,,,,,,,,,,26.0,
,,,,,,6.0,,,,,,,,,,,,3.0,
,,,,,,6.0,,,,,,,,12.0,,,,6.0,
,,,,,,6.0,,,,,,,,,,,,6.0,
,,,,,,6.0,,,,,,,,,,,,7.0,
,,,,,,12.0,,,,,,,,,,,,9.0,
,,,,,,6.0,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,12.0,
,,,,,,,,,,,,,,,,,,11.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,0.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,150.0,,,,,,,,,,,,46.0,
,,,,,,,,,,,,,,,,,,17.0,
,,,,,,12.0,,,,,,,48.0,,,,,230.0,
,,,,,,,,,,,,,,,,,,45.0,
,,6.0,,,12.0,36.0,,,36.0,,,,108.0,12.0,,,,327.0,
,,,,,,24.0,,,18.0,,,,72.0,12.0,,,,182.0,
,,,,4.0,,16.0,,,4.0,,,,,,,,,285.0,
,,,,,,33.0,,,18.0,,,,96.0,,,,3.0,677.0,
,,,,,,28.0,,,,,,,,,,,2.0,282.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,337.0,
,,,,,,,,,,,,,,,,,,-7.0,
,,,,,,,,,,,,,,,,,,148.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,-6.0,
,,,,,,,,,,,,,,,,,,512.0,
,,,,,,,,,,,,,,,,,,450.0,
,,,,,,,,,-25.0,,,,,,,25.0,,-200.0,
,,,,,,,,,,,,,,,,,,1125.0,
,,,,,,,,25.0,25.0,,,,,25.0,,,,925.0,
,,,,,,,,25.0,,,,,,,,,,450.0,
,,,,,,,,25.0,,,,,,,,,,500.0,
,,,,,,,,,,,,,,,,,,-275.0,
,,,,,,,,,,,,,,,,,,175.0,
,,,,,,,,,,,,,,,,,,172.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,349.0,
,,,,,,,,12.0,,,,,144.0,,,,,293.0,
,,,,,,,,,,,,,24.0,,,,,220.0,
,,,,,,,,,,,,,84.0,,,,,269.0,
,,,,,,,,,,,,,,,,,,100.0,
,,,,,,,,,,,,,,24.0,,,,153.0,
,,,,,,,,,,,,,,,,,,53.0,
,,,,2.0,,52.0,,,,10.0,,,,,,,,337.0,
,,2.0,,2.0,,164.0,,,,20.0,,,,,,,,322.0,
,,,,,,,,,0.0,,,,,,,,,,
,,4.0,,,,8.0,4.0,,10.0,,,,,4.0,,,6.0,249.0,
,,,,,,2.0,,,,,,,,,,,,37.0,
,,,,,,12.0,,,,,,,,,,,,75.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,6.0,,,,,,,,,257.0,
,,,,,,,,,,,,,,,,,,25.0,
,,,,,,3.0,,,6.0,,,,,,,,,204.0,
,,,,,,3.0,,,,,,,,,,,,38.0,
,,,,,,12.0,,,6.0,,,,,,,,,419.0,
,,,,,,,,,,,,,,,,,,47.0,
,,,,,,4.0,,4.0,4.0,,,,,,,,,36.0,
,,,,,,,,,,,,,,,,,,14.0,
,,,,,,204.0,,,2.0,,,,,,,,,163.0,
,,,,,,3.0,,,,,,,,,,,,19.0,
,,,,,,,,,12.0,,,,,,,,,33.0,
,,,,,,,,,48.0,,,,,,,,,282.0,
,,,,,,,,,,,,,,,,,,-144.0,
,,,,,,,,,,,,,,,,,,230.0,
,,,,,,,,,,,,,,,,,,245.0,
,,,,,,6.0,,,,,,,,,,,,232.0,
,,,,,,,,,,,,,,,,,,246.0,
,,,,,,,,,,,,,,,,,,261.0,
,,,,,,,,,,,,,,,,,,151.0,
,,,,,,,,,,,,,,,,,,124.0,
,,,,,,2.0,,,,,,,,,,,,88.0,
,,,,,,2.0,,,,,,,,,,,,16.0,
,,,,,,0.0,,,,,,,,,,,,110.0,
,,,,,,,,,,,,,,,,,,104.0,
,,,,,,,,,6.0,,,,,,,,,72.0,
,,,,,,,,,,,,,,,,,,23.0,
,,,,,,,,,,,,,,,,,,41.0,
,,12.0,,,6.0,,,30.0,23.0,,,,180.0,,,,,209.0,
,,,,,,,,,,,,,,,,,,42.0,
,,,,,,6.0,,,,,,,,,,,,184.0,
,,,,,,,,24.0,,,,,,,,,,,
,,,,,,6.0,,,6.0,,,,120.0,,,,,162.0,
,,,,,6.0,,,,,,,,60.0,,,,,30.0,
,,,,,,,,,12.0,,,,,,,,,54.0,
,,,,,,,,12.0,18.0,,,,,,,,5.0,156.0,
,,,,,,,,12.0,54.0,,,,24.0,,,,4.0,124.0,
,,,,,,,,12.0,,,,,144.0,,,,,26.0,
,,,,,,,,6.0,,,,,,,,,,88.0,
,,,,,,,,,,,,,96.0,,,,,151.0,
,,,,,,480.0,,,,,,,,,,,,123.0,
,,,,,,,,,,,,,,,,,,52.0,
,,,,,,12.0,,,,,,,,,,,,67.0,
,,,,,,192.0,,,,,,,,,,,,33.0,
,,,,,,204.0,,,,,,,,,,,,102.0,
,,,,,,,,,,,,,,,,,,221.0,
,,,,,,,,,,,,,,,,,,59.0,
,,,,,,648.0,,,,,,,,,,,,257.0,
,,,,,,576.0,,,,,,,,,,,,136.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,26.0,
,,,,,,,,,,,,,,,,,,27.0,
,,,,,,,,,,,,,,,,,,25.0,
,,,,,,6.0,,,,,,,,,,,,39.0,
,,,,,,6.0,,,,,,,,,,,,10.0,
,,,,,,204.0,,,,,,,,,,,,42.0,
,,,,,,,,,,48.0,,,,,,,,,
,,,,,,,,,,48.0,,,,,,,,14.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,,,,,,,,,,,,4.0,113.0,
,,,,,,,,,,,,,,,,,,234.0,
,,,,,,,,,,,,,,,,,,-1.0,
,,,,,,,,,,,,,,,,,,107.0,
,,,,,,,,,,,,,,,,,,28.0,
,,,,,,,,,,,,,,,,,,77.0,
,,,,,,,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,19.0,
,,,,,,,,,,,,,,,,,,21.0,
,,,,,,,,,,,,,,,,,,12.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,52.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,9.0,
,,,,,,,,,,,,,,,,,,63.0,
,,,12.0,,,,,,,,,,,,,,,104.0,
,,,,,,,,,,,,,,,,,,58.0,
,,,,,,24.0,,,,,,,,,,,,12.0,
,,,,,,,,,,,,,,,,,,88.0,
,,,,,,,,,,,,,,,,,,47.0,
,,,,,,,,12.0,,,,,,,,,,132.0,
,,,,,,,,,,,,,,,,,,129.0,
,,,,,,,,,,,,,,,,,,66.0,
,,,,,,,,24.0,,,,,,,,,,74.0,
,,,,,,,,,,,,,,,,,,297.0,
,,,,,,,,,,,,,,,,,,20.0,
,,,,,,,,,,,,,,,,,,26.0,
,,,,,,,,,9.0,,,,,,,,,68.0,4.0
,,,,,,,,,,,,,,,,,,22.0,
,,,,,,,,,,,,,,,,,,16.0,
,,,,,,,,,12.0,,,,,,,,,16.0,
,,,6.0,,,,,,,,,,,,,,,74.0,
,,,,,,,,,,,,,,,,,,23.0,
,,,,,,4.0,,,-2.0,,,,,,,,,55.0,
,,,,,,3.0,,,,,,,,8.0,,,,12.0,
,,,,,,,,,,,,,,,,,,11.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,12.0,
,,,,,,,,,,,,,,16.0,,,,12.0,
,,,,,,,,,,,,,,,,,,170.0,
,,,,,,,,,,,,,,,,,,12.0,
,,,,,,,,,1.0,12.0,,,,,,,,20.0,
,,,,,,12.0,,,36.0,,,,192.0,,,,,136.0,
,,,,,,12.0,,,12.0,,,,192.0,,,,,168.0,
,,,,,,12.0,,,12.0,,,,96.0,,,,,93.0,
,,,,,,,,,12.0,,,,192.0,,,,,285.0,
,,,,,,12.0,,,36.0,,,,288.0,,,,,159.0,
,,,,,,12.0,12.0,,12.0,,,,96.0,,,,,134.0,
,,,,,,,,,,,,,,,,,,18.0,
,,,,,,,,,,,,,,,,,,121.0,
,,,,,,,,,,,,,,,,,,52.0,
,,,,,,,,,,,,,,,,,,183.0,
,,,,,,,,,,,,,,,,,,34.0,
,,,,,,,,,,,,,,,,,,158.0,
,,,,,,,,,36.0,,,,96.0,,,,,342.0,
,,,,,,8.0,,,,,,,,,,,,11.0,
,,,,,,,,,,,,,,,,,,36.0,
,,,,,,,,,,,,,96.0,,,,,64.0,
,,,,,,,,,,,,,360.0,,,,,74.0,
,,,,,,,,,,,,,,,,,,48.0,
,,,,,,,,,,,,,,,,,,20.0,
,,,,,,,,,,,,,,,,,,18.0,
,,,,,,,,,,,,,,,,,,36.0,
,,,,,,,,,,,,,,16.0,,,,34.0,
,,,,,,,,,,,,,,,,,,16.0,
,,,,,,,,,,,,,,,,,,22.0,
,,,,,,,,,,,,,,,,,,17.0,
,,,,,,,,,,,,,,12.0,,,,55.0,
,,,,,,12.0,,48.0,,12.0,,,,24.0,,,,,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,12.0,,,,,24.0,,,,,,,,,
,,,,,,,,24.0,36.0,12.0,,,,,,,,212.0,
,,,,,2052.0,24.0,,,,24.0,,,,24.0,,,8.0,,
,,,,,,,,,,,,,,,,,,47.0,
,,,12.0,,,12.0,,,,,,,,,,,,53.0,
,,,,,,24.0,,12.0,4.0,,,,,,,,,296.0,
,,,,,,,,,,4.0,,,,,,,,392.0,
,,,,,,,,24.0,,,,,,,,,,56.0,
,,,,,,,,,,,,,,,,,,330.0,
,,,,,,24.0,,,,,,,,,,,,240.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,19.0,
,,,,,,,,,,,,,,,,,,22.0,
,,,,,,224.0,,,,,,,,,32.0,,,69.0,
,,,,,,224.0,,,,,,,,,32.0,,,97.0,
,,,,,,,,8.0,31.0,,8.0,,32.0,16.0,,,,192.0,
,,,,,,400.0,,12.0,,,,,,,,,,98.0,
,,,,,,,,,,,,,,,,,,-37.0,
,,,,,,,,,,,,,,,,,,12.0,
,,,,,,,,,,,,,,,,,,24.0,
,,,,,,,,,,,,,,,,,,14.0,
,,,,,,,,,,,,,,,,,,24.0,
,,,,,,,,,,,,,,,,,,-79.0,
,,,,,,,,,,,,,,,,,,34.0,
,,,,,,,,,,,,,,,,,,76.0,
,,,,,,,,,,,,,,,,,,227.0,
,,,,,,,,,,,,,,,,,,38.0,
,,,,3.0,,,,,,,,,,,,,,58.0,
,,,,,,60.0,,129.0,56.0,,,,,,,36.0,12.0,657.0,
,,,,,,,,,,,,,,,,,,26.0,
,,,,6.0,,30.0,,,,,,,,,,,,930.0,
,,,,,,,,,,,,,,,,,,16.0,
,,,2.0,,,,,,,,,,,,,,,74.0,
,,,,6.0,,,,,,,,,,,,,,,
,,,2.0,,,,,,,,,,,,,,,48.0,
,,,,,,6.0,,,,,,,,24.0,,,,16.0,
,,,,,,6.0,,,,,,,,24.0,,,,14.0,
,,,,,,6.0,,,,,,,,,,,,51.0,
,,,,,,6.0,,,,,,,,24.0,,,,55.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,52.0,
,,,,,,,,,,,,,,,,,,15.0,
,,,,,,,,,,,,,,,,,,229.0,
,,,,,,192.0,,12.0,,,,,,,,,,64.0,
,,,,,,,,12.0,,,,,,,,,,20.0,
,,,,,,288.0,,12.0,,,,,,,,,,29.0,
,,,,,,,,6.0,,,,,,,,,,,
,,,,,,,,,1.0,8.0,,,,,,,,7.0,
,,,,,,,,,,,,,,,,,,-2.0,
,,,,,,3.0,6.0,12.0,,,,,,,,,,327.0,
,,,6.0,,,,,,,,,,,,,,,325.0,
,,,,,,,,,,,,,,,,,,87.0,
,,,,,,,,,,,,,,,,,,20.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,1.0,,,,,,,,,,,,,,,1.0,
,,,,2.0,,,,,,4.0,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,24.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,1.0,,,,,2.0,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,2.0,,6.0,,,,,,,,8.0,,,,95.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,-1.0,,,,,,,,,,,,34.0,
,,,,,,,,,,,,,,,,,,36.0,
,,,,,,,,,,,,,,,,,,26.0,
,,,,,,,,,,,,,,,,,,69.0,
,,,,,,16.0,,,,,,,,,,,,72.0,
,,,,1.0,,10.0,,,,,,,,,,,,134.0,
,,,,,,,,,,,,,,,,,,36.0,
,,,,,,2.0,,,,,,,,8.0,,,,20.0,
,,,,,,,,,,,,,,,,,,52.0,
,,,,,,144.0,,,,,,,,48.0,,,,652.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,96.0,,,-24.0,,,,,,,,,37.0,
,,,,,,72.0,,,-24.0,,,,,,,,,37.0,
,,,,,,336.0,,,,,,,,,,,,543.0,
,,12.0,,,,300.0,12.0,24.0,-12.0,,,,,,,,,378.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,34.0,
,,,,,,,,,,,,,,,,,,12.0,
,,,,,,,,,,,,,,,,,,12.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,185.0,
,,,,,,,,,,,,,,,,,,62.0,
,,,,,,,,,,,,,,,,,,58.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,126.0,
,,,,,,,,,,,,,,,,,,80.0,
,,,,,,,,,,,,,,,,,,32.0,
,,,,,,,,,,,,,,,,,,21.0,
,,,,,,,,,,,,,,,,,,17.0,
,,,,,,,,,,,,,,,,,,71.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,17.0,
,,,,,,,,,,,,,,,,,,26.0,
,,,,,,,,,,,,,,,,,,43.0,
,,,,,,,,,,,,,,,,,,35.0,
,,,,,,,,,,,,,,,,,,30.0,
,,,,,,,,,,,,,,,,,,11.0,
,,,,,,,,,,,,,,,,,,14.0,
,,,,,,,,,,,,,,,,,,43.0,
,,,,,,,,,,,,,,,,,,11.0,
,,,,,,,,,,,,,,,,,,41.0,
,,,,,,12.0,,,,,,,,,,,,236.0,
,,,,,,,,,,,,,,,,,,10.0,
,,,,,,,,,,,,,,,,,,214.0,
,,,,,,,,,,,,,,,,,,186.0,
,,,,,,,,,,,,,,,,,,144.0,
,,12.0,,,,,,,,,,,,,,,,532.0,
,,,,,12.0,60.0,,,,,,,,,,,,146.0,
,,,,4.0,,,,,,,,,,,,,,39.0,
,,,,6.0,,,,,,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,,,17.0,
,,,,,,,,,,,,,,,,,,16.0,
,,,,,12.0,12.0,,,,,,,,,,,,340.0,
,,4.0,,,,170.0,,5.0,-1.0,,,,48.0,4.0,,,3.0,273.0,
,,,,,,,,6.0,6.0,,,,,6.0,,,,307.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,,,,24.0,,,,,,,,,,,,241.0,
,,,,,,3.0,,,,,,,,,,,,16.0,
,,,,,,24.0,,,,,,,,,,,,53.0,
,,,,,,3.0,,,,,,,,,,,,110.0,
,,,,,,6.0,,,,,,,,,,,,126.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,31.0,
,,,,,,,,,,,,,,,,,,36.0,
,,,,,,,,,,,,,,,,,,42.0,
,,,,,,,,,,,,,,,,,,33.0,
,,,,,,24.0,,,,,,,,,,,,265.0,
,,,,,,,,,,,,,,,,,,139.0,
,,,,,,120.0,,,,,,,,,,,,188.0,
,,,,,,84.0,,,,,,,,,,,6.0,500.0,
,,,,,,12.0,,,,,,,,,,,,48.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,167.0,,,,,,,,,,,,146.0,
,,,,,,,,,,,,,,,,,,158.0,
,,,,,,,,,,,,,,,,,,154.0,
,,,,,,372.0,,,,,,,,12.0,,,,403.0,
,,,,,,,,,,,,,,,,,,85.0,
,,,,,,12.0,,,12.0,,,,,,,,,33.0,
,,,,,,,,,,,,,,,,,,16.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,95.0,
,,,,,,12.0,,,,,,,,,,,,68.0,
,,,,,,16.0,,4.0,,,,,,,,,,73.0,
,,,,,,144.0,,,,,,,,,,,,195.0,
,,,,,,6.0,,,,,,,,,,,,70.0,
,,,,,,,,24.0,,,,,,12.0,,,,69.0,
,,,,,,12.0,,,,,,,,12.0,,,,61.0,
,,,,,,12.0,,,,,,,,,,,,113.0,
,,,,,,12.0,,,12.0,,,,,,,,,97.0,
,,,,,,12.0,,,,,,,,,,,,272.0,
,,,,,,,,,6.0,,,,,,,,,304.0,
,,,,,,,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,,,,,,,,,,,,,152.0,
,,,,,,,,,,,,,,,,,,241.0,
,,,,,,,,,,,,,,,,,,136.0,
,,,,,,,,,,,,,,,,,,77.0,
,,,,,,288.0,,,,,,,,,,,,64.0,
,,,,,,,,,,,,,,,,,,35.0,
,,,,,,,,,,,,,,,,,,79.0,
,,,,6.0,,486.0,,,,,,,,,,,,549.0,
,,,,,,,,,,,,,,24.0,,,,305.0,
,,,,12.0,,,,,,,,,,,,,,381.0,
,,,,,,220.0,,4.0,,,,,,,,,,67.0,
,,,,,,192.0,,4.0,,,,,,,,,,17.0,
,,,,,,,,,,,,,,,,,,-69.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,496.0,
,,,,,,,,,,,,,,,,,,93.0,
,,,,,,72.0,,,48.0,,,,,,,,,169.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,10.0,,300.0,,,,,,,,20.0,,,,939.0,
,,,,10.0,,310.0,,,,,,,,20.0,,,,729.0,
,,,,,,,,10.0,,,,,10.0,,,,,406.0,
,,,,,,10.0,,,10.0,,,,,,,,,1072.0,
,,,,,,300.0,,,,,,,5.0,,,,,5.0,
,,,,,,300.0,,,,,,,50.0,,,,,6.0,
,,,,,,,,10.0,,,,,,,,,,542.0,
,,,,,,,,,20.0,,,,,20.0,,,,798.0,
,,,,,,300.0,,10.0,20.0,,,,100.0,,,,,24.0,
,,,,,,300.0,,5.0,15.0,5.0,,,50.0,,,,,16.0,
,,,,,,,,,,,,,,,,,,834.0,
,,,,,,,,,,,,,,,,,,56.0,
,,,,,,,,,,,,,96.0,,,,,740.0,
,,,,,,,,,,,,,192.0,,,,,849.0,
,,,,,,,,,,,,,96.0,,,,,23.0,
,,,,,,36.0,,,,,,,,,,,,83.0,
,,,,,,24.0,,,,,,,,,,,,15.0,
,,,,,,,,48.0,,,,,,,,,,33.0,
,,,,,,,,,,,,,,,,,,10.0,
,,,,,,,,,,,,,,,,,,643.0,
,,,,,,,,,,,,,,,,,,-511.0,
,,,,,,,,,12.0,,,,,,,,,11.0,
,,,,,,,,,12.0,,,,12.0,24.0,,,,12.0,
,,,,,,288.0,,12.0,,,,,,24.0,,,,107.0,
,,,,,,240.0,,24.0,24.0,,,,,48.0,,,,758.0,
,,,,,,,,48.0,72.0,,,,480.0,48.0,,,,277.0,
,,,,,,552.0,,84.0,,,,,240.0,,240.0,,,995.0,
,,,,,,432.0,,96.0,96.0,,,,,,,,,848.0,
,,,,,,,,,,,,,,,,,,-90.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,432.0,,48.0,,,,,,,,,,174.0,
,,,,,,432.0,,48.0,,,,,,,,,,292.0,
,,,,,,432.0,,96.0,,,,,432.0,,,,,2197.0,
,,,,,,432.0,,96.0,,,,,,,,,,735.0,
,,,,,,,,,,,,,12.0,,,,,65.0,
,,,,,,,,24.0,,,,,12.0,,,,,54.0,
